"STATION","NAME","DATE","PRCP","SNWD","TAVG","TMAX","TMIN"
"IR000407540","TEHRAN MEHRABAD, IR","2019-09-10","0.00",,"74","82","64"
"IR000407540","TEHRAN MEHRABAD, IR","2019-09-11","0.00",,"76","83",
"IR000407540","TEHRAN MEHRABAD, IR","2019-09-12","0.00",,"73","83",
"IR000407540","TEHRAN MEHRABAD, IR","2019-09-13","0.00",,"71",,"60"
"IR000407540","TEHRAN MEHRABAD, IR","2019-09-14","0.00",,"74","82","64"
"IR000407540","TEHRAN MEHRABAD, IR","2019-09-15","0.00",,"77","85","67"
"IR000407540","TEHRAN MEHRABAD, IR","2019-09-16","0.00",,"80","90","68"
"IR000407540","TEHRAN MEHRABAD, IR","2019-09-17","0.00",,"83","92","71"
"IR000407540","TEHRAN MEHRABAD, IR","2019-09-18","0.00",,"85","98","75"
"IR000407540","TEHRAN MEHRABAD, IR","2019-09-19","0.00",,"85","98",
"IR000407540","TEHRAN MEHRABAD, IR","2019-09-20","0.00",,"85","96","73"
"IR000407540","TEHRAN MEHRABAD, IR","2019-09-21","0.00",,"85","98","74"
"IR000407540","TEHRAN MEHRABAD, IR","2019-09-22","0.00",,"79","94",
"IR000407540","TEHRAN MEHRABAD, IR","2019-09-23","0.00",,"79",,"68"
"IR000407540","TEHRAN MEHRABAD, IR","2019-09-24","0.00",,"82","93","71"
"IR000407540","TEHRAN MEHRABAD, IR","2019-09-25","0.00",,"80","90",
"IR000407540","TEHRAN MEHRABAD, IR","2019-09-26","0.00",,"81",,"66"
"IR000407540","TEHRAN MEHRABAD, IR","2019-09-27","0.00",,"85","95","73"
"IR000407540","TEHRAN MEHRABAD, IR","2019-09-28","0.00",,"82","92","72"
"IR000407540","TEHRAN MEHRABAD, IR","2019-09-29","0.00",,"79","90","67"
"IR000407540","TEHRAN MEHRABAD, IR","2019-09-30","0.00",,"78","90",
"IR000407540","TEHRAN MEHRABAD, IR","2019-10-01","0.00",,"75","85","64"
"IR000407540","TEHRAN MEHRABAD, IR","2019-10-02","0.00",,"75",,
"IR000407540","TEHRAN MEHRABAD, IR","2019-10-03","0.00",,"74","85","63"
"IR000407540","TEHRAN MEHRABAD, IR","2019-10-04","0.00",,"74","85",
"IR000407540","TEHRAN MEHRABAD, IR","2019-10-05","0.00",,"71","79","62"
"IR000407540","TEHRAN MEHRABAD, IR","2019-10-06","0.00",,"71","81",
"IR000407540","TEHRAN MEHRABAD, IR","2019-10-07","0.00",,"74","83","60"
"IR000407540","TEHRAN MEHRABAD, IR","2019-10-08","0.00",,"75","85","64"
"IR000407540","TEHRAN MEHRABAD, IR","2019-10-09","0.00",,"76","87","66"
"IR000407540","TEHRAN MEHRABAD, IR","2019-10-10","0.00",,"73","83","62"
"IR000407540","TEHRAN MEHRABAD, IR","2019-10-11","0.00",,"73","82","63"
"IR000407540","TEHRAN MEHRABAD, IR","2019-10-12","0.00",,"73","84",
"IR000407540","TEHRAN MEHRABAD, IR","2019-10-13","0.00",,"67","76",
"IR000407540","TEHRAN MEHRABAD, IR","2019-10-14","0.00",,"67","75","60"
"IR000407540","TEHRAN MEHRABAD, IR","2019-10-15","0.00",,"68","76","59"
"IR000407540","TEHRAN MEHRABAD, IR","2019-10-16","0.00",,"70","80","59"
"IR000407540","TEHRAN MEHRABAD, IR","2019-10-17","0.00",,"70","79","59"
"IR000407540","TEHRAN MEHRABAD, IR","2019-10-18","0.00",,"69","79","60"
"IR000407540","TEHRAN MEHRABAD, IR","2019-10-19","0.00",,"70","80","60"
"IR000407540","TEHRAN MEHRABAD, IR","2019-10-20","0.00",,"67","72",
"IR000407540","TEHRAN MEHRABAD, IR","2019-10-21","0.00",,"65",,
"IR000407540","TEHRAN MEHRABAD, IR","2019-10-22","0.00",,"59","64",
"IR000407540","TEHRAN MEHRABAD, IR","2019-10-23","0.44",,"57","65","51"
"IR000407540","TEHRAN MEHRABAD, IR","2019-10-24","0.09",,"60","69","53"
"IR000407540","TEHRAN MEHRABAD, IR","2019-10-25","0.47",,"58","62",
"IR000407540","TEHRAN MEHRABAD, IR","2019-10-26","0.79",,"56","61",
"IR000407540","TEHRAN MEHRABAD, IR","2019-10-27","0.00",,"58","63",
"IR000407540","TEHRAN MEHRABAD, IR","2019-10-28","0.00",,"58","63",
"IR000407540","TEHRAN MEHRABAD, IR","2019-10-29","0.82",,"59","68","51"
"IR000407540","TEHRAN MEHRABAD, IR","2019-10-30","0.00",,"59","69",
"IR000407540","TEHRAN MEHRABAD, IR","2019-10-31","0.02",,"59","67","49"
"IR000407540","TEHRAN MEHRABAD, IR","2019-11-01","0.00",,"59","65","54"
"IR000407540","TEHRAN MEHRABAD, IR","2019-11-02","0.00",,"60","67",
"IR000407540","TEHRAN MEHRABAD, IR","2019-11-03","0.00",,"58","68",
"IR000407540","TEHRAN MEHRABAD, IR","2019-11-04","0.00",,"57","63",
"IR000407540","TEHRAN MEHRABAD, IR","2019-11-05","0.00",,"56","64","48"
"IR000407540","TEHRAN MEHRABAD, IR","2019-11-06","0.00",,"55","63","49"
"IR000407540","TEHRAN MEHRABAD, IR","2019-11-07","0.00",,"56",,"47"
"IR000407540","TEHRAN MEHRABAD, IR","2019-11-08","0.00",,"56","63","48"
"IR000407540","TEHRAN MEHRABAD, IR","2019-11-09","0.00",,"56","65","48"
"IR000407540","TEHRAN MEHRABAD, IR","2019-11-10","0.00",,"56","64","47"
"IR000407540","TEHRAN MEHRABAD, IR","2019-11-11","0.00",,"54","64",
"IR000407540","TEHRAN MEHRABAD, IR","2019-11-12","0.00",,"54","67",
"IR000407540","TEHRAN MEHRABAD, IR","2019-11-13","0.00",,"55","67","45"
"IR000407540","TEHRAN MEHRABAD, IR","2019-11-14","0.00",,"52","62",
"IR000407540","TEHRAN MEHRABAD, IR","2019-11-15","0.00",,"48",,
"IR000407540","TEHRAN MEHRABAD, IR","2019-11-16","0.00",,"37",,
"IR000407540","TEHRAN MEHRABAD, IR","2019-11-17",,,"40","46",
"IR000407540","TEHRAN MEHRABAD, IR","2019-11-18","0.10",,"38","40","33"
"IR000407540","TEHRAN MEHRABAD, IR","2019-11-19","0.08",,"41","48","34"
"IR000407540","TEHRAN MEHRABAD, IR","2019-11-20","0.68",,"39","44","35"
"IR000407540","TEHRAN MEHRABAD, IR","2019-11-21","0.00",,"43",,"35"
"IR000407540","TEHRAN MEHRABAD, IR","2019-11-22","0.00",,"42","49","37"
"IR000407540","TEHRAN MEHRABAD, IR","2019-11-23","0.00",,"42","49",
"IR000407540","TEHRAN MEHRABAD, IR","2019-11-24","0.00",,"41",,"35"
"IR000407540","TEHRAN MEHRABAD, IR","2019-11-25","0.00",,"42","47",
"IR000407540","TEHRAN MEHRABAD, IR","2019-11-26","0.00",,"42","50",
"IR000407540","TEHRAN MEHRABAD, IR","2019-11-27","0.00",,"44","50",
"IR000407540","TEHRAN MEHRABAD, IR","2019-11-28","0.00",,"47","53",
"IR000407540","TEHRAN MEHRABAD, IR","2019-11-29","0.00",,"50","58","44"
"IR000407540","TEHRAN MEHRABAD, IR","2019-11-30","0.00",,"52","60","44"
"IR000407540","TEHRAN MEHRABAD, IR","2019-12-01","0.00",,"51","61","42"
"IR000407540","TEHRAN MEHRABAD, IR","2019-12-02","0.00",,"50",,"43"
"IR000407540","TEHRAN MEHRABAD, IR","2019-12-03","0.03",,"48",,
"IR000407540","TEHRAN MEHRABAD, IR","2019-12-04","0.55",,"47","55","39"
"IR000407540","TEHRAN MEHRABAD, IR","2019-12-05","0.00",,"47","55","41"
"IR000407540","TEHRAN MEHRABAD, IR","2019-12-06","0.00",,"49","54","42"
"IR000407540","TEHRAN MEHRABAD, IR","2019-12-07","0.00",,"49","51","47"
"IR000407540","TEHRAN MEHRABAD, IR","2019-12-08","0.12",,"45",,
"IR000407540","TEHRAN MEHRABAD, IR","2019-12-09","0.15",,"45","50","38"
"IR000407540","TEHRAN MEHRABAD, IR","2019-12-10","0.00",,"45","53","37"
"IR000407540","TEHRAN MEHRABAD, IR","2019-12-11","0.00",,"45","54",
"IR000407540","TEHRAN MEHRABAD, IR","2019-12-12","0.00",,"43",,"36"
"IR000407540","TEHRAN MEHRABAD, IR","2019-12-13","0.00",,"42","45",
"IR000407540","TEHRAN MEHRABAD, IR","2019-12-14","0.00",,"44","52",
"IR000407540","TEHRAN MEHRABAD, IR","2019-12-15","0.00",,"45","53",
"IR000407540","TEHRAN MEHRABAD, IR","2019-12-16","0.00",,"47","53","40"
"IR000407540","TEHRAN MEHRABAD, IR","2019-12-17","0.04",,"44",,
"IR000407540","TEHRAN MEHRABAD, IR","2019-12-18","0.00",,"43","51","36"
"IR000407540","TEHRAN MEHRABAD, IR","2019-12-19","0.00",,"44","53","37"
"IR000407540","TEHRAN MEHRABAD, IR","2019-12-20","0.00",,"46","57",
"IR000407540","TEHRAN MEHRABAD, IR","2019-12-21","0.00",,"45","56","37"
"IR000407540","TEHRAN MEHRABAD, IR","2019-12-22","0.00",,"45",,
"IR000407540","TEHRAN MEHRABAD, IR","2019-12-23","0.00",,"47","60","37"
"IR000407540","TEHRAN MEHRABAD, IR","2019-12-24","0.00",,"46","56","39"
"IR000407540","TEHRAN MEHRABAD, IR","2019-12-25","0.00",,"46","56","38"
"IR000407540","TEHRAN MEHRABAD, IR","2019-12-26","0.00",,"46","54","37"
"IR000407540","TEHRAN MEHRABAD, IR","2019-12-27","0.00",,"49","58","40"
"IR000407540","TEHRAN MEHRABAD, IR","2019-12-28","0.06",,"47","54","42"
"IR000407540","TEHRAN MEHRABAD, IR","2019-12-29","0.00",,"46","55","38"
"IR000407540","TEHRAN MEHRABAD, IR","2019-12-30","0.00",,"46","54","37"
"IR000407540","TEHRAN MEHRABAD, IR","2019-12-31","0.00",,"42","48",
"IR000407540","TEHRAN MEHRABAD, IR","2020-01-01","0.01",,"42","51",
"IR000407540","TEHRAN MEHRABAD, IR","2020-01-02","0.00",,"43","51","37"
"IR000407540","TEHRAN MEHRABAD, IR","2020-01-03","0.00",,"44","50","39"
"IR000407540","TEHRAN MEHRABAD, IR","2020-01-04","0.00",,"42","46",
"IR000407540","TEHRAN MEHRABAD, IR","2020-01-05","0.16",,"39",,
"IR000407540","TEHRAN MEHRABAD, IR","2020-01-06","0.00",,"39",,
"IR000407540","TEHRAN MEHRABAD, IR","2020-01-07","0.00",,"41","49","33"
"IR000407540","TEHRAN MEHRABAD, IR","2020-01-08","0.00",,"43","50","32"
"IR000407540","TEHRAN MEHRABAD, IR","2020-01-09","0.01",,"40","47",
"IR000407540","TEHRAN MEHRABAD, IR","2020-01-10","0.11",,"39","45","33"
"IR000407540","TEHRAN MEHRABAD, IR","2020-01-11","0.00",,"37","47",
"IR000407540","TEHRAN MEHRABAD, IR","2020-01-12","0.00",,"37","45",
"IR000407540","TEHRAN MEHRABAD, IR","2020-01-13","0.00",,"39","46","33"
"IR000407540","TEHRAN MEHRABAD, IR","2020-01-14","0.00",,"39","45",
"IR000407540","TEHRAN MEHRABAD, IR","2020-01-15","0.00",,"40","47",
"IR000407540","TEHRAN MEHRABAD, IR","2020-01-16","0.00",,"40","46","36"
"IR000407540","TEHRAN MEHRABAD, IR","2020-01-17","0.00",,"40","43",
"IR000407540","TEHRAN MEHRABAD, IR","2020-01-18","0.00",,"37","40","35"
"IR000407540","TEHRAN MEHRABAD, IR","2020-01-19","0.04","4.3","33",,"31"
"IR000407540","TEHRAN MEHRABAD, IR","2020-01-20","0.27","0.4","35","41",
"IR000407540","TEHRAN MEHRABAD, IR","2020-01-21","0.00","1.2","36","40","29"
"IR000407540","TEHRAN MEHRABAD, IR","2020-01-22","0.00","0.8","37",,
"IR000407540","TEHRAN MEHRABAD, IR","2020-01-23","0.42","1.2","36","41","32"
"IR000407540","TEHRAN MEHRABAD, IR","2020-01-24","0.00",,"39","47","29"
"IR000407540","TEHRAN MEHRABAD, IR","2020-01-25","0.00",,"38","45","33"
"IR000407540","TEHRAN MEHRABAD, IR","2020-01-26","0.00",,"37",,"30"
"IR000407540","TEHRAN MEHRABAD, IR","2020-01-27","0.00",,"39","47",
"IR000407540","TEHRAN MEHRABAD, IR","2020-01-28","0.00",,"40","48","34"
"IR000407540","TEHRAN MEHRABAD, IR","2020-01-29","0.00",,"41","49","32"
"IR000407540","TEHRAN MEHRABAD, IR","2020-01-30","0.00",,"43","51","34"
"IR000407540","TEHRAN MEHRABAD, IR","2020-01-31","0.00",,"44","54","35"
"IR000407540","TEHRAN MEHRABAD, IR","2020-02-01","0.00",,"43","52",
"IR000407540","TEHRAN MEHRABAD, IR","2020-02-02","0.05",,"38","45",
"IR000407540","TEHRAN MEHRABAD, IR","2020-02-03","0.00",,"38",,"28"
"IR000407540","TEHRAN MEHRABAD, IR","2020-02-04","0.00",,"44","52","33"
"IR000407540","TEHRAN MEHRABAD, IR","2020-02-05","0.00",,"48","55","38"
"IR000407540","TEHRAN MEHRABAD, IR","2020-02-06","0.00",,"51",,"40"
"IR000407540","TEHRAN MEHRABAD, IR","2020-02-07","0.00",,"55","64","41"
"IR000407540","TEHRAN MEHRABAD, IR","2020-02-08","0.00",,"56","65","50"
"IR000407540","TEHRAN MEHRABAD, IR","2020-02-09","0.00",,"48","56",
"IR000407540","TEHRAN MEHRABAD, IR","2020-02-10","0.00",,"38",,
"IR000407540","TEHRAN MEHRABAD, IR","2020-02-11","0.14","1.2","28","34",
"IR000407540","TEHRAN MEHRABAD, IR","2020-02-12","0.00",,"29","34","19"
"IR000407540","TEHRAN MEHRABAD, IR","2020-02-13","0.00",,"43",,"28"
"IR000407540","TEHRAN MEHRABAD, IR","2020-02-14","0.00",,"43","55",
"IR000407540","TEHRAN MEHRABAD, IR","2020-02-15","0.00",,"38","46",
"IR000407540","TEHRAN MEHRABAD, IR","2020-02-16","0.00",,"43","49","33"
"IR000407540","TEHRAN MEHRABAD, IR","2020-02-17","0.00",,"44",,
"IR000407540","TEHRAN MEHRABAD, IR","2020-02-18","0.00",,"48","58","37"
"IR000407540","TEHRAN MEHRABAD, IR","2020-02-19","0.00",,"49","54","43"
"IR000407540","TEHRAN MEHRABAD, IR","2020-02-20","0.17",,"42",,
"IR000407540","TEHRAN MEHRABAD, IR","2020-02-21","0.04",,"49",,"36"
"IR000407540","TEHRAN MEHRABAD, IR","2020-02-22","0.00",,"53","61","42"
"IR000407540","TEHRAN MEHRABAD, IR","2020-02-23","0.00",,"56","63",
"IR000407540","TEHRAN MEHRABAD, IR","2020-02-24","0.00",,"57","65",
"IR000407540","TEHRAN MEHRABAD, IR","2020-02-25","0.52",,"49","52",
"IR000407540","TEHRAN MEHRABAD, IR","2020-02-26","2.19",,"42","51",
"IR000407540","TEHRAN MEHRABAD, IR","2020-02-27","0.29",,"45",,"34"
"IR000407540","TEHRAN MEHRABAD, IR","2020-02-28","0.00",,"49","58","38"
"IR000407540","TEHRAN MEHRABAD, IR","2020-02-29","0.00",,"52","59",
"IR000407540","TEHRAN MEHRABAD, IR","2020-03-01","0.00",,"57",,"47"
"IR000407540","TEHRAN MEHRABAD, IR","2020-03-02","0.05",,"46","53",
"IR000407540","TEHRAN MEHRABAD, IR","2020-03-03","0.00",,"43",,
"IR000407540","TEHRAN MEHRABAD, IR","2020-03-04","0.00",,"49","59","37"
"IR000407540","TEHRAN MEHRABAD, IR","2020-03-05","0.00",,"53","62","42"
"IR000407540","TEHRAN MEHRABAD, IR","2020-03-06","0.00",,"56","66","43"
"IR000407540","TEHRAN MEHRABAD, IR","2020-03-07","0.00",,"56","63","47"
"IR000407540","TEHRAN MEHRABAD, IR","2020-03-08","0.00",,"54","62",
"IR000407540","TEHRAN MEHRABAD, IR","2020-03-09","0.00",,"53","62","42"
"IR000407540","TEHRAN MEHRABAD, IR","2020-03-10","0.00",,"55","65","44"
"IR000407540","TEHRAN MEHRABAD, IR","2020-03-11","0.00",,"56","67","44"
"IR000407540","TEHRAN MEHRABAD, IR","2020-03-12","0.00",,"62","72","47"
"IR000407540","TEHRAN MEHRABAD, IR","2020-03-13",,,"63","71","53"
"IR000407540","TEHRAN MEHRABAD, IR","2020-03-14",,,"62","70",
"IR000407540","TEHRAN MEHRABAD, IR","2020-03-15","0.00",,"60","68","53"
"IR000407540","TEHRAN MEHRABAD, IR","2020-03-16","0.00",,"62","70","52"
"IR000407540","TEHRAN MEHRABAD, IR","2020-03-17","0.00",,"65",,
"IR000407540","TEHRAN MEHRABAD, IR","2020-03-18","0.00",,"62",,"53"
"IR000407540","TEHRAN MEHRABAD, IR","2020-03-19","0.02",,"59",,
"IR000407540","TEHRAN MEHRABAD, IR","2020-03-20","0.01",,"58","67","49"
"IR000407540","TEHRAN MEHRABAD, IR","2020-03-21","0.00",,"59","65","51"
"IR000407540","TEHRAN MEHRABAD, IR","2020-03-22","0.02",,"50","58",
"IR000407540","TEHRAN MEHRABAD, IR","2020-03-23","0.71",,"45","54","37"
"IR000407540","TEHRAN MEHRABAD, IR","2020-03-24","0.00",,"51","62",
"IR000407540","TEHRAN MEHRABAD, IR","2020-03-25","0.00",,"53","62","45"
"IR000407540","TEHRAN MEHRABAD, IR","2020-03-26","0.81",,"54","60","45"
"IR000407540","TEHRAN MEHRABAD, IR","2020-03-27","0.00",,"54","61",
"IR000407540","TEHRAN MEHRABAD, IR","2020-03-28","0.00",,"59","64","49"
"IR000407540","TEHRAN MEHRABAD, IR","2020-03-29","0.06",,"51",,
"IR000407540","TEHRAN MEHRABAD, IR","2020-03-30","0.57",,"52","62","44"
"IR000407540","TEHRAN MEHRABAD, IR","2020-03-31","0.05",,"54","62","45"
"IR000407540","TEHRAN MEHRABAD, IR","2020-04-01","0.00",,"56","65","47"
"IR000407540","TEHRAN MEHRABAD, IR","2020-04-02","0.28",,"59","69",
"IR000407540","TEHRAN MEHRABAD, IR","2020-04-03","0.13",,"63","71",
"IR000407540","TEHRAN MEHRABAD, IR","2020-04-04","0.00",,"60",,"51"
"IR000407540","TEHRAN MEHRABAD, IR","2020-04-05","0.00",,"56","65","45"
"IR000407540","TEHRAN MEHRABAD, IR","2020-04-06","0.00",,"60","70","47"
"IR000407540","TEHRAN MEHRABAD, IR","2020-04-07","0.17",,"53",,
"IR000407540","TEHRAN MEHRABAD, IR","2020-04-08","0.51",,"43","49",
"IR000407540","TEHRAN MEHRABAD, IR","2020-04-09","0.17",,"39","42",
"IR000407540","TEHRAN MEHRABAD, IR","2020-04-10","1.26",,"43",,"38"
"IR000407540","TEHRAN MEHRABAD, IR","2020-04-11","0.16",,"53",,"44"
"IR000407540","TEHRAN MEHRABAD, IR","2020-04-12","0.00",,"58","65","46"
"IR000407540","TEHRAN MEHRABAD, IR","2020-04-13","0.00",,"54","64",
"IR000407540","TEHRAN MEHRABAD, IR","2020-04-14","0.00",,"53","62","42"
"IR000407540","TEHRAN MEHRABAD, IR","2020-04-15","0.00",,"57",,"49"
"IR000407540","TEHRAN MEHRABAD, IR","2020-04-16","0.00",,"62","72","51"
"IR000407540","TEHRAN MEHRABAD, IR","2020-04-17","0.00",,"60","70",
"IR000407540","TEHRAN MEHRABAD, IR","2020-04-18","0.48",,"62","70","50"
"IR000407540","TEHRAN MEHRABAD, IR","2020-04-19","0.00",,"65","72","56"
"IR000407540","TEHRAN MEHRABAD, IR","2020-04-20","0.00",,"68","76","57"
"IR000407540","TEHRAN MEHRABAD, IR","2020-04-21","0.00",,"71","79","63"
"IR000407540","TEHRAN MEHRABAD, IR","2020-04-22","0.00",,"72","80","61"
"IR000407540","TEHRAN MEHRABAD, IR","2020-04-23","0.00",,"66","76",
"IR000407540","TEHRAN MEHRABAD, IR","2020-04-24","0.24",,"66","76","56"
"IR000407540","TEHRAN MEHRABAD, IR","2020-04-25","0.00",,"71","80","64"
"IR000407540","TEHRAN MEHRABAD, IR","2020-04-26","0.07",,"62","68",
"IR000407540","TEHRAN MEHRABAD, IR","2020-04-27","0.26",,"62","69","53"
"IR000407540","TEHRAN MEHRABAD, IR","2020-04-28","0.00",,"62",,"54"
"IR000407540","TEHRAN MEHRABAD, IR","2020-04-29","0.00",,"63","73",
"IR000407540","TEHRAN MEHRABAD, IR","2020-04-30","0.06",,"61","69",
"IR000407540","TEHRAN MEHRABAD, IR","2020-05-01","0.28",,"66","75",
"IR000407540","TEHRAN MEHRABAD, IR","2020-05-02","0.00",,"67",,"57"
"IR000407540","TEHRAN MEHRABAD, IR","2020-05-03","0.03",,"65","72",
"IR000407540","TEHRAN MEHRABAD, IR","2020-05-04","0.05",,"70","81","55"
"IR000407540","TEHRAN MEHRABAD, IR","2020-05-05","0.00",,"76","83","62"
"IR000407540","TEHRAN MEHRABAD, IR","2020-05-06","0.00",,"74","81",
"IR000407540","TEHRAN MEHRABAD, IR","2020-05-07","0.00",,"67","73",
"IR000407540","TEHRAN MEHRABAD, IR","2020-05-08","0.00",,"68","78","58"
"IR000407540","TEHRAN MEHRABAD, IR","2020-05-09","0.00",,"74",,"58"
"IR000407540","TEHRAN MEHRABAD, IR","2020-05-10","0.00",,"79","87",
"IR000407540","TEHRAN MEHRABAD, IR","2020-05-11","0.00",,"71","83",
"IR000407540","TEHRAN MEHRABAD, IR","2020-05-12","0.00",,"63","72","51"
"IR000407540","TEHRAN MEHRABAD, IR","2020-05-13","0.00",,"68","80","51"
"IR000407540","TEHRAN MEHRABAD, IR","2020-05-14","0.00",,"69",,"59"
"IR000407540","TEHRAN MEHRABAD, IR","2020-05-15","0.00",,"71","79","60"
"IR000407540","TEHRAN MEHRABAD, IR","2020-05-16","0.00",,"74","85","63"
"IR000407540","TEHRAN MEHRABAD, IR","2020-05-17","0.00",,"76","89","64"
"IR000407540","TEHRAN MEHRABAD, IR","2020-05-18","0.00",,"74",,"63"
"IR000407540","TEHRAN MEHRABAD, IR","2020-05-19","0.00",,"74","85",
"IR000407540","TEHRAN MEHRABAD, IR","2020-05-20","0.54",,"65",,
"IR000407540","TEHRAN MEHRABAD, IR","2020-05-21","0.04",,"72","81",
"IR000407540","TEHRAN MEHRABAD, IR","2020-05-22","0.00",,"81","90","66"
"IR000407540","TEHRAN MEHRABAD, IR","2020-05-23","0.00",,"84","94","72"
"IR000407540","TEHRAN MEHRABAD, IR","2020-05-24","0.00",,"86","95","75"
"IR000407540","TEHRAN MEHRABAD, IR","2020-05-25","0.00",,"88",,"80"
"IR000407540","TEHRAN MEHRABAD, IR","2020-05-26","0.00",,"89","97","76"
"IR000407540","TEHRAN MEHRABAD, IR","2020-05-27","0.00",,"88","96","76"
"IR000407540","TEHRAN MEHRABAD, IR","2020-05-28","0.00",,"87","96","69"
"IR000407540","TEHRAN MEHRABAD, IR","2020-05-29","0.00",,"88","97","76"
"IR000407540","TEHRAN MEHRABAD, IR","2020-05-30","0.00",,"89","99","77"
"IR000407540","TEHRAN MEHRABAD, IR","2020-05-31","0.00",,"87","98","77"
"IR000407540","TEHRAN MEHRABAD, IR","2020-06-01","0.00",,"87","97","74"
"IR000407540","TEHRAN MEHRABAD, IR","2020-06-02","0.00",,"87","98","76"
"IR000407540","TEHRAN MEHRABAD, IR","2020-06-03","0.00",,"91","101","76"
"IR000407540","TEHRAN MEHRABAD, IR","2020-06-04","0.00",,"91",,"82"
"IR000407540","TEHRAN MEHRABAD, IR","2020-06-05","0.00",,"89",,
"IR000407540","TEHRAN MEHRABAD, IR","2020-06-06","0.00",,"80","90",
"IR000407540","TEHRAN MEHRABAD, IR","2020-06-07","0.00",,"75","89","60"
"IR000407540","TEHRAN MEHRABAD, IR","2020-06-08","0.00",,"78","87","66"
"IR000407540","TEHRAN MEHRABAD, IR","2020-06-09","0.00",,"81","89","71"
"IR000407540","TEHRAN MEHRABAD, IR","2020-06-10","0.00",,"85","92","74"
"IR000407540","TEHRAN MEHRABAD, IR","2020-06-11","0.00",,"85","94","74"
"IR000407540","TEHRAN MEHRABAD, IR","2020-06-12","0.00",,"87","96",
"IR000407540","TEHRAN MEHRABAD, IR","2020-06-13","0.00",,"87","96","75"
"IR000407540","TEHRAN MEHRABAD, IR","2020-06-14","0.00",,"88",,"76"
"IR000407540","TEHRAN MEHRABAD, IR","2020-06-15","0.00",,"87","99","75"
"IR000407540","TEHRAN MEHRABAD, IR","2020-06-16","0.00",,"87","98","73"
"IR000407540","TEHRAN MEHRABAD, IR","2020-06-17","0.00",,"89","99","75"
"IR000407540","TEHRAN MEHRABAD, IR","2020-06-18","0.00",,"88","99","78"
"IR000407540","TEHRAN MEHRABAD, IR","2020-06-19","0.00",,"91","101","79"
"IR000407540","TEHRAN MEHRABAD, IR","2020-06-20","0.00",,"92","101",
"IR000407540","TEHRAN MEHRABAD, IR","2020-06-21","0.00",,"84","91","74"
"IR000407540","TEHRAN MEHRABAD, IR","2020-06-22","0.00",,"81",,"71"
"IR000407540","TEHRAN MEHRABAD, IR","2020-06-23","0.00",,"83","93","68"
"IR000407540","TEHRAN MEHRABAD, IR","2020-06-24","0.00",,"86",,"73"
"IR000407540","TEHRAN MEHRABAD, IR","2020-06-25","0.00",,"90","103",
"IR000407540","TEHRAN MEHRABAD, IR","2020-06-26","0.00",,"81","94","69"
"IR000407540","TEHRAN MEHRABAD, IR","2020-06-27","0.00",,"80","90","67"
"IR000407540","TEHRAN MEHRABAD, IR","2020-06-28","0.00",,"82","90","69"
"IR000407540","TEHRAN MEHRABAD, IR","2020-06-29","0.00",,"80",,"69"
"IR000407540","TEHRAN MEHRABAD, IR","2020-06-30","0.03",,"83","93","69"
"IR000407540","TEHRAN MEHRABAD, IR","2020-07-01","0.00",,"85",,
"IR000407540","TEHRAN MEHRABAD, IR","2020-07-02","0.00",,"81","91","67"
"IR000407540","TEHRAN MEHRABAD, IR","2020-07-03","0.00",,"84","96","71"
"IR000407540","TEHRAN MEHRABAD, IR","2020-07-04","0.00",,"87","96","74"
"IR000407540","TEHRAN MEHRABAD, IR","2020-07-05","0.00",,"84","91",
"IR000407540","TEHRAN MEHRABAD, IR","2020-07-06","0.00",,"85","91",
"IR000407540","TEHRAN MEHRABAD, IR","2020-07-07","0.00",,"85","94","75"
"IR000407540","TEHRAN MEHRABAD, IR","2020-07-08","0.00",,"88","99","77"
"IR000407540","TEHRAN MEHRABAD, IR","2020-07-09","0.00",,"91",,
"IR000407540","TEHRAN MEHRABAD, IR","2020-07-10","0.00",,"89","98","78"
"IR000407540","TEHRAN MEHRABAD, IR","2020-07-11","0.00",,"86","95","77"
"IR000407540","TEHRAN MEHRABAD, IR","2020-07-12","0.00",,"85","92","76"
"IR000407540","TEHRAN MEHRABAD, IR","2020-07-13","0.00",,"86","94","77"
"IR000407540","TEHRAN MEHRABAD, IR","2020-07-14","0.00",,"86","96","76"
"IR000407540","TEHRAN MEHRABAD, IR","2020-07-15","0.00",,"85","96",
"IR000407540","TEHRAN MEHRABAD, IR","2020-07-16","0.01",,"81","91","72"
"IR000407540","TEHRAN MEHRABAD, IR","2020-07-17","0.00",,"85","94","75"
"IR000407540","TEHRAN MEHRABAD, IR","2020-07-18","0.00",,"89","99","77"
"IR000407540","TEHRAN MEHRABAD, IR","2020-07-19","0.00",,"92","101","81"
"IR000407540","TEHRAN MEHRABAD, IR","2020-07-20","0.00",,"90","99","81"
"IR000407540","TEHRAN MEHRABAD, IR","2020-07-21","0.00",,"89",,"78"
"IR000407540","TEHRAN MEHRABAD, IR","2020-07-22","0.00",,"92","101","78"
"IR000407540","TEHRAN MEHRABAD, IR","2020-07-23","0.00",,"91",,"78"
"IR000407540","TEHRAN MEHRABAD, IR","2020-07-24","0.00",,"91","99","77"
"IR000407540","TEHRAN MEHRABAD, IR","2020-07-25","0.00",,"93","101","83"
"IR000407540","TEHRAN MEHRABAD, IR","2020-07-26","0.00",,"92","101",
"IR000407540","TEHRAN MEHRABAD, IR","2020-07-27","0.00",,"94","104","82"
